,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,label,party,district_code
12781,MohdAnasYasin,969461087421612034,Mohammad Anas 💙,"Official Twitter Account @Mohdanasyaseen
Proud 2 Be Indian 
proud 2 Be Muslim
Heart Belong 2 Mamhmudabad Sitapur UP @aimim_National Supporter

@asadowaisi Fan",False,2018-03-02T06:35:09+00:00,1465,5004,1916,4779,,aimim,MOR
12783,Rahul_Bharatpur,1105036544748990465,"Rahul Solanki (TEAM, INC,IYC) 🇮🇳⚽️","#LokSabha_coordinator_yuva_congress #SM #bharatpur  #soccer_boy #God_Allha_one #Maharaj_sahab #Ashok_Chandnaji #Fitness_first  #jai_Hind
#vande_matram 🇮🇳",False,2019-03-11T09:23:37+00:00,1644,4164,26717,1,,inc,BRP
12793,ichotuyadav,872184333985091585,Vijay Pratap Singh Yadav,"पूर्व अध्यक्ष,जिला पंचायत,फिरोजाबाद",False,2017-06-06T20:12:04+00:00,370,16,189,112,,sp,FRZ
12797,Samajwadipaty,1202817818212749312,समाजवादी लोहिया वाहिनी (264) बारा प्रयागराज,"official Twitter handle Samajwadi party Lohiya Vahini 264 assembly bara Prayagraj Uttar Pradesh feedback / complaint. samajwadiparty.in
@yadavakhilesh",False,2019-12-06T05:11:40+00:00,1334,52,301,1567,,sp,ALH
12803,thakurtarunji,3099086856,Thakur Tarun Singh 🇮🇳🌍,"Gernal.Thakur Tarun Singh
(युवा शक्ति) 
(भाजपा)भारत सरकार |
Leader/Politician/Spokesperson/Rss.",False,2015-03-20T07:49:12+00:00,509,4752,53038,103142,,bjp,GZB
12804,AnkitYa98300966,911924144819732480,Ankit Yadav Lalitpur,"जिला महासचिव लोहिया वाहिनी ललितपुर उ.प्र. ।।

                                                             Student- Bundelkhand University jhansi (u.p)",False,2017-09-24T12:03:53+00:00,151,1415,72,205,,sp,LAL
12808,Divsbabs,76475940,Divya Saxena Rastogi -दिव्या सक्सेना रस्तोगी,"Koo Handle ,Gettr handle is same.Believes in Karma Cause& Effect,Aaptard,Cong&Pseudo Seculars stay away,DieHard Fan of PM @narendramodi Nation First &Sanatani",False,2009-09-22T22:43:54+00:00,10545,990,185635,49445,,aap,SON
12816,bjpsorampryagrj,1066763486787592194,"भाजपा मंडल सोराम,गंगापार,प्रयागराज","भारतीय जनता पार्टी ,मंडल सोराम, गंगापार,प्रयागराज का आधिकारिक ट्विटर हैंडिल",False,2018-11-25T18:40:09+00:00,296,426,2584,2677,,bjp,ALH
12818,AhirRider,1140564616528838656,Sandeep Singh yadav✳️,"हम आपको follow कर रहे हैं आप मुझे भी follow कर लीजिए
क्योंकि (हम हैं  समाजवादी)
👉जय समाजवाद 👈",False,2019-06-17T10:19:30+00:00,375,378,165,4412,,sp,ALH
12823,yadavpradeep_sp,786620072643158016,Pradeep Yadav 'AmarjeeT',uttar pradesh police,False,2016-10-13T17:30:15+00:00,878,2868,959,3459,,sp,PGH
12833,AnkitYadavSP,973861484093739009,Ankit Yadav,Member Of @samajwadiparty.,False,2018-03-14T10:00:46+00:00,249,218,328,6731,,sp,JNP
12838,Sandeephindu009,984734630573207552,संदीप पंडित(Sandeep pandit)🇮🇳🚩,"#जयमहाकाल🙏
#सनातनीहिंदू
@sandeeppanditBJP
@narendramodi
@myogiadityanath
@BJP4UP",False,2018-04-13T10:06:46+00:00,700,2326,10066,77734,,bjp,AYD
12846,PankajS55729331,972836997206347776,पंकज शर्मा 🇮🇳,"Jai Hind 🇮🇳 जय श्री राम🚩🙏 
 I support PM Modi 🙏
Blssd by Shri @Sunariwal_MLA @YogiDevnath2 @VijayGoeloffice @KharkhariAjit @AshokGoelBJP @sharmakhemchand",False,2018-03-11T14:09:49+00:00,2770,3050,50622,62128,,bjp,SON
12849,Kushvjy,3370325481,Vijay Kushwah🇮🇳,"#DIRECTOR_AT_DEVANSHI_RUNWAY_ENERGY
#ProudIndian #India #SolarEngineer #RenewableEnergy #PmModi #BJP #DEI_Agra",False,2015-07-11T06:40:53+00:00,762,417,2007,8510,,bjp,AGR
12858,Narendralodh73,915560557985406976,Narendra Lodhi Rajput- official account,"Lecturer political science, 
राष्ट्रीय महासचिव जिन्दाबाद क्रांति पार्टी, 
राष्ट्रीय संयोजक क्रांतिवीर गुलाब सिंह फाउंडेशन भारत 
'शिक्षा जीवन का आधार स्तंभ है'",False,2017-10-04T12:53:42+00:00,2951,3625,762,1692,,bjp,AUR
12859,MpRohitYadav5,992831891018432517,Rohit Yadav,"आम आदमी की आवाज !

सत्य मेव जयते",False,2018-05-05T18:22:23+00:00,1619,658,4575,11063,,aap,BAR
12864,satishamroha,925666508910379008,satish vikram singh (योगाचार्य),"🇮🇳हमारा भारत अतुल्य भारत🇮🇳
प्रदेश सचिव युवा राष्ट्रीय लोकदल उत्तर प्रदेश",False,2017-11-01T10:11:08+00:00,698,638,1481,1700,,rld,AMR
12865,GyandattP,851139371935858689,Pt Gyandatt Pandey 100%फालोबैक,Politician भारतीय जनता पार्टी बाँदा चित्रकूट लोकसभा क्षेत्र,False,2017-04-09T18:26:54+00:00,610,712,1118,23008,,bjp,BAN
12866,Vimla_Batham1,3010285046,Vimla Batham,"Chairperson, U.P. State Women Commission. Ex-MLA, Noida. Successful self-made business entrepreneur.",False,2015-02-05T14:35:18+00:00,562,16,84,5,,bjp,LCK
12874,Amartiwari581,1092637237504663554,अमर तिवारी,"मै अपनी विचारधारा प्रगट करता हूं 
(Politician)
abvp.org @abvpvoice",False,2019-02-05T04:13:12+00:00,1580,627,1056,33885,,bjp,GON
12881,Abhijee15474899,1258345702410735618,Bihari Abhijeet RSS(अहम् ब्रह्मास्मि),"#jai_shree_ram🙏#jai_baba_parshuram 🙏 
#love_civil_Engineering 
 #Rss_worker #NationFirst
#Followed_by_twelve_verifiedAccount
🚩🇮🇳🙏",False,2020-05-07T10:39:49+00:00,477,371,7085,15317,,bjp,AUR
12887,Jitendr45056719,4498453336,Jitendra Bhardwaj,"संस्थापक/अध्यक्ष शिव सांस्कृतिक समिति (पंजी.) NGO (एक सामाजिक संकल्प)
*शिक्षा, स्वास्थ्य, स्वच्छता एवं पर्यावरण*
अलीगढ, उत्तरप्रदेश भारत ।",False,2015-12-16T02:39:59+00:00,1845,881,4355,10384,,bjp,ALG
12890,yadavNavaneet18,913602292586184704,Drx Navaneet krishna,"True Akhileshian, Ex.VicePresident
Purvanchal University Jaunpur,Thekma Bardha PG College Azamgarh🚲🚲 @samajwadiparty",False,2017-09-29T03:12:15+00:00,2954,2934,8070,9743,,sp,AZA
12896,JabajKh83864396,1256762237680844800,जावेद खान,"कट्टर कांग्रेसी 
#MyLeaderRahulGandhi",False,2020-05-03T01:47:37+00:00,1425,2009,31976,32328,,inc,MRG
12898,srivastavdamini,960493987277692928,Damini Srivastav,"Nationalist
Student 
Activist
#ABVPian
प्रान्त सह मन्त्री
 पूर्व प्रांत छात्रा प्रमुख
(अवध प्रांत)
विभाग विस्तारक
(अयोध्या विभाग)",False,2018-02-05T12:43:06+00:00,891,234,1022,3491,,bjp,LCK
12901,HarshVashishtSP,804425606305816576,Harsh Vashisht,"National Vice President, Samajwadi Chhatra Sabha
|| Student Leader, Lucknow University || 
A 'Socialist'",False,2016-12-01T20:43:04+00:00,267,67,1866,3033,,sp,LCK
12908,DurgaPr25504660,954434875053895681,Durga Prasad DPYadav,"📚student 📚लखनऊ❤️
🚲समाजवादी विचारधारा🚲
                    299- विधानसभा तरबगंज गोंडा",False,2018-01-19T19:26:21+00:00,123,20,2032,16161,,sp,LCK
12909,Ganeshkesrwani,1203377056903360513,Ganesh Kesarwani,"District President Prayagraj Mahanagar
@BJPFORPRAYAGRAJ",False,2019-12-07T18:14:02+00:00,1012,572,647,434,,bjp,ALH
12910,azeem___khan,1145722935677784064,Azeem Khan,Indian | M.tech Student | Blogger | Social Activist | Samajwadi Party,False,2019-07-01T15:56:49+00:00,461,411,3375,52123,,sp,LCK
12921,JudokaFaiz,1308603203294908424,काज़ी फैज़ छात्र नेता,"चौधरी चरण सिंह अमर रहे
चौधरी अजीत सिंह अमर रहे
जयंत चौधरी जिंदाबाद
अबकी बार किसान सरकार
राष्ट्रीय लोकदल जिंदाबाद",False,2020-09-23T03:05:18+00:00,237,195,691,4254,,rld,MUZ
12926,AnujCha32121894,1266771036852240387,Anuj Chaudhary,"भारतीय जनता पार्टी
सोशल मीडिया
मंडल सह संयोजक
विधानसभा 17 नजीबाबाद
9917147596",False,2020-05-30T16:39:06+00:00,857,1137,710,432,,bjp,AYD
12946,lovepathak007,1570609722,Lav Pathak Gopal Ji,"Social Media Convenor Lucknow Mahanagar
@BJP4UP",False,2013-07-05T14:26:02+00:00,2466,2068,44689,24796,,bjp,ALG
12950,mayankpradhan12,823069713584586752,Mayank Chaudhary,"मेरा भारत महान 🚩
ॐ नमः शिवाय 🕉️",False,2017-01-22T07:28:06+00:00,941,991,13987,29196,,bjp,MUZ
12951,Ravisha23624235,1187520262222168066,🇮🇳RAVI SHANKAR,"Following by @ashokgoelbjp @YogiDevnath2 @MahantBalaknath  @RealArnab_


Blocked by @NayakRagini
@LambaAlka @shilpisinghinc @riarevald @hansrajmeena",False,2019-10-25T00:05:26+00:00,8734,9081,40880,31383,,bjp,GZB
12952,Vibhuonline,1300001563037949952,Aditya Vibhu Jaiswal,पूर्व संभाग संयोजक- @NSUICG सरगुजा,False,2020-08-30T09:25:17+00:00,5952,2204,28147,53810,,inc,BRP
12958,poonambajajadv,756352945554423808,Poonam Bajaj Advocate,"प्रदेश मंत्री - भारतीय जनता पार्टी, उत्तर प्रदेश",True,2016-07-22T04:59:29+00:00,758,70,1054,5631,,bjp,ALG
12964,rizwanrayeen18,1034164986677846016,Rizwan rayeen,District Vice President - Minority Assembly Samajwadi Party..,False,2018-08-27T19:45:21+00:00,464,168,875,21750,,sp,LCK
12965,dineshdwivedi17,3302980302,BJP Dinesh Dwivedi,"सेक्टर संयोजक भारतीय जनता पार्टी 
हमीरपुर उ. प्र.",False,2015-08-01T04:54:29+00:00,111,203,160,1104,,bjp,HAM
12967,SUYASHS90940645,1039014822392803328,Suyash Srivastava BJPYM 🇮🇳,"बीजेपी मेरा परिवार है,आरएसएस मेरा संस्कार है, भगवा मेरा शान है,मोदीजी मेरे अभिमान हैं.भारतीय जनता पार्टी युवा मोर्चा-मण्डल कार्यकारिणी सदस्य  रसूलपुर वाराणसी 😊",False,2018-09-10T04:56:52+00:00,691,1372,2915,28816,,bjp,VAR
12969,Kartikeyayodhya,3224472766,Kartikey Pathak Ayodhya,"@rssorg @Abvpvoice
भारतीय संस्कृति, सभ्यता , वेदांत दर्शन तथा हमारे गौरवशाली इतिहास का प्रचार-प्रसार ।",False,2015-04-30T12:59:20+00:00,577,1592,5027,13215,,bjp,AYD
12974,ShashankkBjp,1092063416959811589,Shashank Dwivedi,"शिष्य परम पूज्य श्री योगी आदित्यनाथ जी महाराज गोरखनाथ गोरखपुर 
Political_ @BJP4UP",False,2019-02-03T14:13:02+00:00,2482,1141,7091,14341,,bjp,GOR
12975,btbrijesh,2311732724,Brijesh Tiwari,"M.PHILL, Post Graduate Diploma in Marketing and Sales Management। NCC B Certificate। AAP, पूर्व सचिव, अवध प्रान्त। SVS- राष्ट्रीय उपाध्यक्ष।",False,2014-01-26T11:55:34+00:00,103,514,273,375,,aap,LCK
12978,Suryaprakash_AU,864563090419056640,Dr. Surya Prakash Mishra,Doctoral Research Fellow | Student Leader at #AUSU | Activist | @ABVPVoice,False,2017-05-16T19:27:58+00:00,1717,406,899,4148,,bjp,ALH
12996,sujityadav05,716232147716050944,Sujit Yadav,Samajwadi Party,False,2016-04-02T11:53:45+00:00,13194,613,14717,32361,,sp,LCK
13001,Tkuldeep_BJP,1290911667853783040,Kuldeep Tomar,State Committe Member BJYM.Ex @BJP,False,2020-08-05T07:25:26+00:00,1807,1770,11440,31102,,bjp,MRT
13007,rahulyadavazm,1005155803374817280,⊂(◉‿◉)つ,🚴 ••समाजवादी विचारधारा•• Political observer | Humanist | Socialist | • Tweets and RTs are personal • RTs≠endorsment. Backup a/c @rahulyadavazm1,False,2018-06-08T18:33:13+00:00,4472,1915,22231,65961,,sp,AZA
13010,Nareshvishkarma,977147198621257729,Naresh Vishwakarma,"Official Twitter Account.

Ex Member of State Committee, Samajwadi Party. 
Tweets are personal.",False,2018-03-23T11:37:01+00:00,481,410,1906,13081,,sp,MUZ
13013,spkanpurteam,827495907197284352,इंजी सनी सिंह,#SamajwadiDigitalForce #सत्य के प्रहरी और #भक्तो के लिए #महाकाल  #हर_हर_महादेव #samajwadiparty #akhileshyadav #mulayamsinghyadav #uttarpradesh #samajwad,False,2017-02-03T12:36:13+00:00,1037,198,3677,3647,,sp,KNN
13021,obcmorcha4up,1405023423579840515,BJP OBC MORCHA UP,"Bharatiya Janata Party OBC Morcha, Uttar Pradesh",False,2021-06-16T04:44:37+00:00,297,39,400,1316,,bjp,LCK
13022,shivbaleeyadav,809276145699012619,Shivbalee Yadav CB,"छात्र नेता इलाहाबाद केन्द्रीय विश्वविद्यालय
(समाजवादी पार्टी)",False,2016-12-15T05:57:23+00:00,1272,1499,1208,4676,,sp,ALH
